log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,temporaryId,secMark,latitude,longitude,elevation,speed,heading,type,length,width,onmap_status,position_on_map,current_approach,current_lane,current_signal_group,dist_to_stopbar
2023-07-19 18:06:55.305771,1689804415.3057826,2023-07-19 22:06:55.305,1689804415.305331,939524096,0.32,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.405664,1689804415.4056802,2023-07-19 22:06:55.405,1689804415.405167,939524096,0.321,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.503940,1689804415.5039525,2023-07-19 22:06:55.503,1689804415.503582,939524096,0.322,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.605640,1689804415.6056542,2023-07-19 22:06:55.605,1689804415.605288,939524096,0.323,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.706089,1689804415.7061012,2023-07-19 22:06:55.705,1689804415.705691,939524096,0.324,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.818412,1689804415.818424,2023-07-19 22:06:55.817,1689804415.817906,939524096,0.325,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.907024,1689804415.907035,2023-07-19 22:06:55.906,1689804415.906669,939524096,0.326,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.010940,1689804416.010964,2023-07-19 22:06:56.10,1689804416.010417,939524096,0.327,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.117224,1689804416.117236,2023-07-19 22:06:56.116,1689804416.116775,939524096,0.328,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.211379,1689804416.2113917,2023-07-19 22:06:56.211,1689804416.211007,939524096,0.329,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.314025,1689804416.314037,2023-07-19 22:06:56.313,1689804416.313606,939524096,0.33,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.423836,1689804416.4238513,2023-07-19 22:06:56.423,1689804416.423302,939524096,0.331,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.520588,1689804416.5206022,2023-07-19 22:06:56.520,1689804416.520148,939524096,0.332,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.620038,1689804416.6200528,2023-07-19 22:06:56.619,1689804416.619649,939524096,0.333,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.720901,1689804416.7209346,2023-07-19 22:06:56.720,1689804416.720355,939524096,0.334,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:56.929973,1689804416.930006,2023-07-19 22:06:56.929,1689804416.929562,939524096,0.336,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:57.025657,1689804417.025671,2023-07-19 22:06:57.25,1689804417.025222,939524096,0.337,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:57.124017,1689804417.1240323,2023-07-19 22:06:57.123,1689804417.123596,939524096,0.338,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:57.226060,1689804417.2260766,2023-07-19 22:06:57.225,1689804417.225444,939524096,0.339,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:57.326507,1689804417.3265257,2023-07-19 22:06:57.326,1689804417.326031,939524096,0.34,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:57.428144,1689804417.428157,2023-07-19 22:06:57.427,1689804417.427458,939524096,0.341,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:04.734872,1689804424.734885,2023-07-19 22:07:04.733,1689804424.733909,939524096,0.413,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.134423,1689804425.1344366,2023-07-19 22:07:05.134,1689804425.134043,939524096,0.417,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.234203,1689804425.234216,2023-07-19 22:07:05.233,1689804425.233823,939524096,0.418,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.334665,1689804425.3346765,2023-07-19 22:07:05.334,1689804425.3342,939524096,0.419,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.535731,1689804425.535746,2023-07-19 22:07:05.535,1689804425.535341,939524096,0.421,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.639421,1689804425.6394322,2023-07-19 22:07:05.639,1689804425.639057,939524096,0.422,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.734331,1689804425.7343426,2023-07-19 22:07:05.733,1689804425.733924,939524096,0.423,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.835606,1689804425.8356302,2023-07-19 22:07:05.834,1689804425.834622,939524096,0.424,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:05.936343,1689804425.9363573,2023-07-19 22:07:05.936,1689804425.936007,939524096,0.425,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.035093,1689804426.0351064,2023-07-19 22:07:06.34,1689804426.034736,939524096,0.426,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.139482,1689804426.1394947,2023-07-19 22:07:06.139,1689804426.13901,939524096,0.427,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.234109,1689804426.2341194,2023-07-19 22:07:06.233,1689804426.233722,939524096,0.428,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.338800,1689804426.3388107,2023-07-19 22:07:06.338,1689804426.338441,939524096,0.429,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.443361,1689804426.4433718,2023-07-19 22:07:06.443,1689804426.443011,939524096,0.43,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.543041,1689804426.5430524,2023-07-19 22:07:06.542,1689804426.542678,939524096,0.431,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.648594,1689804426.6486056,2023-07-19 22:07:06.648,1689804426.648184,939524096,0.432,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.742289,1689804426.7423034,2023-07-19 22:07:06.741,1689804426.741959,939524096,0.433,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.847714,1689804426.84773,2023-07-19 22:07:06.847,1689804426.847283,939524096,0.434,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:06.950251,1689804426.9502623,2023-07-19 22:07:06.949,1689804426.949852,939524096,0.435,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.047829,1689804427.0478413,2023-07-19 22:07:07.47,1689804427.047454,939524096,0.436,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.155395,1689804427.1554074,2023-07-19 22:07:07.154,1689804427.155004,939524096,0.437,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.248014,1689804427.2480264,2023-07-19 22:07:07.247,1689804427.247518,939524096,0.438,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
